"Authors","Author full names","Author(s) ID","Title","Year","Link","Abstract"
"Park Y.; Sunarya U.; Yang G.; Lee C.; Baek J.; Baek S.; Park C.","Park, Yuntae (58204646000); Sunarya, Unang (56411976400); Yang, Geunbo (57222058731); Lee, Choongseop (57560914800); Baek, Jaewoo (57419304900); Baek, Suwhan (57221332098); Park, Cheolsoo (35729107400)","58204646000; 56411976400; 57222058731; 57560914800; 57419304900; 57221332098; 35729107400","Classification using a Spiking Neural Network: A Review","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85154035386&doi=10.5573%2fIEIESPC.2023.12.1.64&partnerID=40&md5=98b503b02ebace63c6a6afe04ea1af86","In this paper, different types of spiking neural network (SNN) and the methods to teach them are addressed. The spiking neural network is especially designed in a biologically plausible way. Like other neural networks, SNNs trained with certain learning methods have been used for image processing, data mining, and classification, etc. Unlike other neural networks, the SNN uses one-bit spike information, and one of its main advantages is reducing energy consumption. Copyrights © 2023 The Institute of Electronics and Information Engineers."
"Syihabuddin B.; Effendi M.R.; Munir A.","Syihabuddin, Budi (56411963200); Effendi, Mohammad Ridwan (14019489300); Munir, Achmad (25638780900)","56411963200; 14019489300; 25638780900","Analytical Approach of EM Wave Absorber Characteristics Based on Constitutive Material Parameters","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152431104&doi=10.1109%2fGEMCCON57842.2023.10078180&partnerID=40&md5=fffed49b7ad108676737710224eb4495","This paper deals with an analytical approach of square patch-based electromagnetics (EM) wave absorber characteristics in connection with frequency response using its constitutive material parameters. The EM wave absorber is constructed by a single unit cell of square patch surrounding with proper boundary conditions to yield an infinite patch pattern-based EM wave absorber. The performance characteristics of EM wave absorber is analyzed using the approach of constitutive material parameters, namely permittivity, permeability, and conductivity, for each constituent medium. Three different sizes of square patch are applied for the simulation of EM wave absorber generating the frequency response of 8.05 GHz, 9.90 GHz, and 11.95 GHz. The simulation results show that the shift of frequency response which is significantly affected by the size of square patch are agreed well with the approach analyzed through its consecutive material parameters. © 2023 IEEE."
"Satriawan A.; Trusaji W.; Irianto D.; Anshori I.; Setianingsih C.; Nurtriandari E.; Goesasi R.Z.","Satriawan, Ardianto (36810382400); Trusaji, Wildan (57201666446); Irianto, Dradjad (7801381167); Anshori, Isa (57218315269); Setianingsih, Casi (57201737786); Nurtriandari, Erza (58188443900); Goesasi, Rachmat Zulkarnain (58189655300)","36810382400; 57201666446; 7801381167; 57218315269; 57201737786; 58188443900; 58189655300","Karla: A Simple and Affordable 3-D Printed Body-Powered Prosthetic Hand with Versatile Gripping Technology","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152891710&doi=10.3390%2fdesigns7020037&partnerID=40&md5=3b24efd2290a2807d2d6a85eb9981654","Losing a hand can significantly impact an individual’s physical and emotional well-being. Prosthetic hands can help restore some function and independence for individuals who have lost a hand. However, the prosthetic hands available on the market are prohibitively expensive, especially for developing countries, such as Indonesia. Commercial electronically powered prosthetic hands can be expensive, having prices ranging from $25,000 to $75,000 and annual maintenance costs ranging from $500 to $3000. In contrast, body-powered prosthetic hands are generally cheaper, ranging from $2000 to $10,000, but are still considered expensive for many people in developing countries. To make prosthetic hands more accessible, we have designed a body-powered prosthetic hand, “Karla”, using affordable materials and with as few components as possible. This report presents our proposed designs, the innovations, the parts in detail, and experiences using the designed prosthetic hand. The highlight of our design is a novel whippletree-like mechanism that utilizes the 3-D space to contract the fingers of the prosthetic hand. © 2023 by the authors. Licensee MDPI, Basel, Switzerland."
"Monita V.; Munadi R.; Irawati I.D.","Monita, Vivi (57216980676); Munadi, Rendy (35810906800); Irawati, Indrarini Dyah (56669673500)","57216980676; 35810906800; 56669673500","A Quantum Key Distribution Network Routing Performance Based on Software-Defined Network","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85156239030&doi=10.1109%2fCCWC57344.2023.10099323&partnerID=40&md5=3ab53aeee418eba7aebf8dd436e5013b","Quantum key distribution (QKD) is a network security technology that generates encryption keys in real time and randomly during information transmission. This research implements a QKD network based on a software-defined network (SDN) by taking advantage of its advantages, such as saving resources to search for alternative routes and monitoring links to determine whether the conditions in each router network meet the needs or not. Path selection is made using metrics, such as the hop count metric using the routing information protocol (RIP) and the cost using open shortest path first (OSPF). Based on the results of routing performance testing on the QKD network based on SDN, tested ten times to get an average value, OSPF routing is faster at finding alternative routes than RIP routing. The test results for RIP routing throughput of 9.22 ms, delay of 0.76 ms, packet loss of 0.0044%, and convergence time of 10.64 ms. The results for OSPF routing throughput of 9.32 ms, delay of 0.75 ms, packet loss of 0.0039%, and convergence time of 10.51 ms.  © 2023 IEEE."
"Hapsari D.W.; Yadiati W.; Suharman H.; Rosdini D.","Hapsari, Dini Wahjoe (57193349029); Yadiati, Winwin (57191864773); Suharman, Harry (57198420177); Rosdini, Dini (57194276509)","57193349029; 57191864773; 57198420177; 57194276509","The Mediating Impact of Value Chain in The Link Between Corporate Governance and SOE’s Performance","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160435496&doi=10.14453%2faabfj.v17i2.06&partnerID=40&md5=71e5e50c9c84c63eaab11102d6651866","State-owned enterprises (SOEs) continue to improve their performance. One of the efforts taken by the Ministry of SOEs is to restructure the SOEs into holding companies based on clusters. The formation of each company cluster is carried out in stages. This study examines the effect of corporate governance, on the performance of SOEs with the mediating role of value chain. Corporate governance refers to the results of the corporate governance self-assessment, which is the uniqueness of the CG assessment for SOEs. Value chain analyzes all activities carried out by SOEs. Performance is measured comprehensively by combining financial and non-financial perspectives. Participants were general managers of the accounting and business process division in each state-owned enterprise. There are 138 participants. The results showed that corporate governance directly influenced value chain and SOE's performance, value chain affected SOE's performance. Value chain mediates the effect of corporate governance on SOE's performance. © 2023, University of Wollongong. All rights reserved."
"Cahyani N.D.W.; Pratama D.S.; Rahman N.H.A.","Cahyani, Niken Dwi Wahyu (55548157000); Pratama, Daffa Syifa (58305737900); Rahman, Nurul Hidayah Ab (57195533795)","55548157000; 58305737900; 57195533795","Proactive Acquisition using Bot on Discord","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161212831&doi=10.14569%2fIJACSA.2023.0140533&partnerID=40&md5=f3212a41673f8695a38dd7e55935791c","Data deletion increases challenges in cybercrime investigation. To address the problem, proactive forensics for evidentiary collection is acknowledged to help investigators to acquire the potentially needed digital evidence. This study proposes a bot machine to record data from the Discord server in advance, hashing and saving it in proper storage for further forensic analysis. The recording process can be managed to collect activities and their related data (intact, modified, deleted), including text, pictures, videos, and audio. The Discord bot is designed by utilizing the main features of the Discord Social Networks Application Programming Interface (API). This paper examines how this approach is applicable by embedding the bot in a Discord server. Observation showed that the bot records the real-time data as it is always alive on the server, including the deleted or modified messages and their timestamps. All the recorded data is saved locally on the server’s storage in easy-to-read formats, CSV and JSON. The results showed that the bot could conduct the data acquisition for 37 concurrent users with a 2.3% error rate and 97.7% accuracy. © 2023, International Journal of Advanced Computer Science and Applications. All Rights Reserved."
"Dalimunthe E.R.; Susanto E.; Adam K.B.","Dalimunthe, Ernando Rizki (58237120700); Susanto, Erwin (36605291300); Adam, Kharisma Bani (57052423800)","58237120700; 36605291300; 57052423800","Improvement of Perturb and Observe Based on Reinforcement Learning for Maximum Power Point Tracking Under Fast Changing Condition","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85158088334&doi=10.22266%2fijies2023.0630.26&partnerID=40&md5=84d1bcfc5205b21e72914a5b0af8570f","The most frequently used maximum power point tracking (MPPT) technique is the perturb & observe (P&O) algorithm as a power tracking tool in PV system. The P&O algorithm is easy to compute and implement, but the algorithm is prone to oscillations at the maximum power point. Hence, the power becomes inaccurate due to a lot of power loss. This study utilizes the deep q-network (DQN) algorithm to improve P&O performance by correcting the output value algorithm using various step sizes by DQN. The proposed method increased the tracking speed when receiving the same value at different times by 33.3%–50%, and the oscillation rate was successfully reduced by 73.99%–83.5%. The advantages of increasing tracking speed and decreasing oscillation rate are accompanied by tracked power with averages of 95%, which is better than the P&O and DQN algorithms. It shows that the proposed method can work optimally regarding efficiency and oscillation rate and be the fastest in tracking maximum power from previous related works © 2023, International Journal of Intelligent Engineering and Systems.All Rights Reserved."
"Kusumo D.S.; Noviyanti D.; Gandhi A.; Karo Karo I.M.; Haw S.-C.; Naveen P.","Kusumo, Dana Sulistiyo (55345929100); Noviyanti, Dita (58067532600); Gandhi, Arfive (57188979780); Karo Karo, Ichwanul Muslim (57195068331); Haw, Su-Cheng (57885692500); Naveen, Palanichamy (57225850005)","55345929100; 58067532600; 57188979780; 57195068331; 57885692500; 57225850005","Redesign of Indonesia E-commerce Online Review using User Information Behavior and Build-Learn-Measure Approaches","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152192390&doi=10.23919%2fICACT56868.2023.10079552&partnerID=40&md5=e94acc615fcf74e583062279a378357e","Online review is a critical feature in e-commerce to increase users' decisions to buy products. This research found that an e-commerce platform in Indonesia lacked design aspects in its online review and recommender system results that should be improved. This research combined user information behavior (UIB) with a lean startup approach (build-measure-learn). To achieve the expected user goals, designing an online review in e-commerce must consider how users interact with the online review and recommender system. It also should consider the e-commerce users' and owners' perspectives. This research improved and evaluated the design of the existing e-commerce in Indonesia. Firstly, it adopted the UIB approach to detail the design of the e-commerce online review and recommender system's results related to the review features. Then, it performed the initial usability testing to get rapid feedback from ten study participants using the maze tools to measure a usability task and heatmap tracing. Lastly, this research followed up and evaluated the results of the initial usability testing using the build-measure-learn approach. The results revealed that UIB implementation for designing the online review and recommender system results as follows. The redesign had better misclick rate (31.7% compared to original design 41.7%), better average success (46.2% compared to original design 33.3%), easier to use (4.3 in 5 likert scale compared to original design 3.7) and all participants chosen the multiple filter feature compared to single filter in original design and participants chosen to the addition of like and dislike feature in the proposed design. These results were captured from the participants study through rapid feedback based on the user information behavior when using the online review. From a design perspective, it can help an e-commerce designer to improve other aspects of the e-commerce features. © 2023 Global IT Research Institute (GiRI)."
"Putrada A.G.; Abdurohman M.; Perdana D.; Nuha H.H.","Putrada, Aji Gautama (57191244271); Abdurohman, Maman (18133646400); Perdana, Doan (57192408845); Nuha, Hilal Hudan (37003180700)","57191244271; 18133646400; 57192408845; 37003180700","Shuffle Split-Edited Nearest Neighbor: A Novel Intelligent Control Model Compression for Smart Lighting in Edge Computing Environment","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150989293&doi=10.1007%2f978-981-19-7447-2_20&partnerID=40&md5=ab9c42f6e1fadd4e3ab9aeee8cd392de","One of the IoT case studies is to apply intelligent control to smart lighting using k-nearest neighbor (KNN). However, migrating computing from the cloud to the edge becomes more challenging due to the limited capacity of the microcontroller’s flash memory and the large size of the KNN model. This paper proposes shuffle split-edited nearest neighbor (SSENN), a novel method to compress intelligent control models for smart lighting while maintaining its performance. The method adopts the high compression ratio (CR) of random under-sampling (RU) and the high accuracy of edited nearest neighbor (ENN). The methodology trains basic KNN and observes its performance and characteristics as the number of datasets increases. Then we synthesize the SSENN on the KNN and further evaluate and benchmark the model with RU and ENN. The test results show that KNN + SSENN has higher $$\text {Average}\pm \text {Std. Dev.}$$ accuracy than KNN + RU, which is $$0.915\pm 0.01$$. In addition, the CR of KNN + SSENN is higher than KNN + ENN, which is 2.60. With a model size of 14.2 kB, the KNN + SSENN model can fit in the microcontroller’s flash memory. © 2023, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd."
"Arisandi S.D.; Selviandro N.; Laksitowening K.A.; Kusumo D.S.","Arisandi, Stevan Del (58178753900); Selviandro, Nungki (55627610900); Laksitowening, Kusuma Ayu (55845348400); Kusumo, Dana Sulistyo (55345929100)","58178753900; 55627610900; 55845348400; 55345929100","Performance Analysis of Virtual Learning System: A Case Study of ANGKASA","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152188470&doi=10.23919%2fICACT56868.2023.10079602&partnerID=40&md5=fec14b207c72dc8c574e2f4ca3b0e55f","Virtual e-learning system is a learning activity using electronic media such as computers and the internet as main tool. ANGKASA is a provider platform of e-learning system using cloud computing technology. E-learning system provides many benefits such as flexibility and efficiency for learning activity. However, there are some disadvantages of the usage of e-learning system, i.e., there are still many institutions especially educational institutions that still implementing conventional- based of e-learning system which considered ineffective both in terms of cost and time for infrastructure. These disadvantages can be resolved by using cloud computing system. In this study, we are implementing cloud computing system using virtualization technology. There are two methods of virtualization used in this study, full virtualization or VM and container virtualization. In this study, we are comparing the performance of these two methods of virtualization using Apache Benchmarking tool. The study shows that the container virtualization method is better than the VM virtualization method in terms of serving requests for virtual e-learning system. © 2023 Global IT Research Institute (GiRI)."
"Perdana D.; Alfatikhah D.A.; Alinursafa I.; Marwan A.A.","Perdana, Doan (57192408845); Alfatikhah, Dini Annaiya (58237586700); Alinursafa, Ibnu (57215539757); Marwan, Abdul Aziz (57203456019)","57192408845; 58237586700; 57215539757; 57203456019","Performance Analysis of LoRaWAN Class A and Class C in the Measurement of Nutrient Content Systems","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85158073699&doi=10.22266%2fijies2023.0630.31&partnerID=40&md5=570cbaa730c49e09e1430678218c958d","This research was evaluated the measurement of the nutrient contents of Nitrogen (N), Phosphorus (P), and Potassium (K) in the soil using Antares LR201 microcontroller board and LoRaWAN class A and class C networks with ANTARES platform as the network server. Later the data was monitored and controlled using an Android application which aims to compare the two types of networks. In this study, several tests were carried out, namely SNR, RSSI, delay, and packet loss. The test was carried out in the city of Bandung with different LoRa signal strength that could be seen on Telkom IoT web. Based on experiment, LoRaWAN class C has higher QoS performance for delay, SNR, RSSI, and packet loss than LoRaWAN class A for test location distance of 0, 1, 2, and 4 km away from BTS LoRa. According to the ITU-T G.1010 standard, the delay value produced in this experiment is in the ""Very good"" category, packet loss value is in the Very good “category”, and the RSSI value is in the “Enough” category. And the SNR value is in the recommended category of SF10. Also, it can be concluded that the redder LoRa coverage location map reveals, the better QoS value obtained. In testing the sending and receiving of downlink data in terms of delay, according to the downlink data mechanism in class A, downlink data can be sent if the uplink data has been sent. While class C downlink data can be sent at any time © 2023, International Journal of Intelligent Engineering and Systems.All Rights Reserved."
"Hikmaturokhman A.; Ramli K.; Suryanegara M.; Mardian R.D.; Baharsyah A.M.; Amanaf M.A.; Abdi M.; Wijayanti Y.D.","Hikmaturokhman, Alfin (57194239039); Ramli, Kalamullah (55909526900); Suryanegara, Muhammad (57205093129); Mardian, Raden Deiny (57193829648); Baharsyah, Amir Musa (58140187400); Amanaf, Muntaqo Alfin (57221233758); Abdi, Muhammad (58242281800); Wijayanti, Yuyun Dwi (58242945900)","57194239039; 55909526900; 57205093129; 57193829648; 58140187400; 57221233758; 58242281800; 58242945900","The Impact of Real Traffic from Twitter for 5G Network Deployment","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85158871309&doi=10.18517%2fijaseit.13.2.18294&partnerID=40&md5=bd1c567f92cb42d9c07e19b6c2e580e7","The utilization of technology, particularly cellular networks, is continuously expanding. This is evident through the increasing number of mobile network operators (MNOs) users, especially in the current era where most things are accomplished online. Consequently, mobile network operators must furnish a comprehensive array of cellular network access services, not just for smartphones but also for other smart devices, to guarantee maximum coverage. With the growing interest in 5G deployment based on low band and millimeter wave communication (mm Wave) for outdoor use scenarios, such as tourist destinations, site design experts are looking for sophisticated real-time traffic data from social media like Twitter to simulate and calculate outdoor radio coverage using 3GPP 38.901 prediction models. This study used the frequencies of 700 MHz and 26 GHz, utilizing Inter-band Carrier Aggregation (CA) to increase data rates while maintaining a wide range and optimizing the number of gNodeBs. This research is intended to monitor the Borobudur Temple area, Indonesia, which serves as a tourist destination and one of the world's wonders, thus making it a densely populated area and inevitably requiring good network connectivity. The parameters used are Synchronization Signal Reference Signal Received Power (SS-RSRP), Synchronization Signal to Interference plus Noise Ratio (SS-SINR) and data rate. The simulation revealed that CA SS-RSRP with traffic map increased by 38.88%, SS-SINR increased by 45.05%, and the peak data rate increased from 5884.12 Mbps to 6199.88 Mbps. © IJASEIT is licensed under a Creative Commons Attribution-Share Alike 4.0 International License."
"Khair F.; Mustika I.W.; Zulherman D.; Hario P.F.","Khair, Fauza (57189355270); Mustika, I Wayan (36185944100); Zulherman, Dodi (57188867078); Hario, P. Fakhriy (57195601130)","57189355270; 36185944100; 57188867078; 57195601130","Performance Analysis of Indoor Light Fidelity Technology Propagation Using Fixed and Movable LED Panels","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150983752&doi=10.22266%2fijies2023.0430.01&partnerID=40&md5=5f8840b3c06f883b3e25922269c3f06f","Light fidelity (Li-Fi) offers communication services with a wide bandwidth and is one of the options for telecommunications services in the future, especially indoor communication. However, Li-Fi requires accurate device positioning for line of sight (LOS) conditions to meet the main requirement for light communication. Conventional Li-Fi design models require a more dynamic transmitter and receiver device settings but can still serve LOS communication well. This study aims to design a Li-Fi communication model by varying the transmitting devices, such as the use of fixed and movable LEDs, and receiving devices, such as the addition of optical rectangle filters, low-pass filters, and trans-impedance amplifiers. The focus of observation includes the effect of changes in wavelength, data transmission speed, transmitter half-angle, irradiance angle, and incidence angle, as well as field of view (FOV) on received power parameters, signal-to-noise ratio, Q-factor, and bit error rate (BER). On the basis of the test results, the performance of all wavelength variations meets the ITU-T standard up to a variation of the transmission distance of 8 m, where the use of fixed and movable LEDs does not result in a significant difference in performance. The test results indicate that the wavelength parameter affects the signal quality due to the spectral response and LEDs emission. For short distances, the wavelength of 450 nm has better performance, whereas for distances up to 8 m, the wavelength of 650 nm has a better performance than other variations. Furthermore, increasing the transmitter half-angle increased the BER value and drastically decreased the Q factor. The use of a smaller FOV is recommended, as shown from the increase in distance resulting in a significant decrease in performance. The proposed system model can also be used for bit rates up to 30 Mbps, although it is only reliable up to 6 m. As for the 40 Mbps variation, the 75° half-angle transmitter, 60° FOV, and 90° FOV variations do not meet the standard. The two system models do not have a significant difference in performance. Thus, using movable LED instead of fixed LED will make the system more dynamic with a well-maintained LOS © 2023, International Journal of Intelligent Engineering and Systems.All Rights Reserved."
"Rezki R.; Suwandi; Utami A.R.I.","Rezki, Rachmad (58299808100); Suwandi (57193324744); Utami, Amaliyah Rohsari Indah (57219533875)","58299808100; 57193324744; 57219533875","Analysis of the Effect of Dimensional Variation and Number of Air Inlets on the Efficiency of Gasification Stoves using Computational Fluid Dynamic (CFD) Simulation","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160933556&doi=10.1088%2f1755-1315%2f1157%2f1%2f012031&partnerID=40&md5=3c502eb46eac69d7aff7f504b6a563f0","Nowadays, the consumption of non-renewable energy is high. As a result, the availability of this energy is decreasing. Because of this, other energy alternatives are needed. One example of another option is the use of biomass. An example of using biomass is the gasification process. This process was carried out in a device called a gasification stove, namely a gasifier. A gasifier has been developed to produce an optimal combustion system. The constraints in this development are costs for manufacture and the potential for failure. Therefore, simulations using Ansys Computational Fluid Dynamics (CFD) software student versions were carried out to reduce the costs for manufacture and the potential for failure of the gasifier. The simulation contains dimensional variations and the number of air inlets of gasifier of downdraft gasifier, updraft gasifier, and entrained flow gasifier. Further, the influence of the dimensions and quantity of inlet that affect each design's efficiency and the temperature was examined. The simulation results show that the best dimensions for the downdraft gasifier, updraft gasifier, and entrained flow gasifier are height and diameter of 50cm; 14.5cm (A1), 144cm; 70cm (C1), and 900cm; 300cm (B3), respectively. The best number of air inlets of A1, C1, and B3 gasifiers is 6, 1, and 6, respectively. Thus, the efficiency of each gasifier A1, C1, and B3 are 11.393%, 9.354%, and 50.885%, respectively. Furthermore, the A1, C1, and B3 gasifiers temperatures were 1055.25 K, 1383.44 K, and 3580.15 K, respectively. Therefore, this study suggested that the gasifier development could be optimized using simulation to reduce manufacturing costs and failures.  © Published under licence by IOP Publishing Ltd."
"Ismail; Istiqomah; Mukhtar H.","Ismail (58650498600); Istiqomah (57220047425); Mukhtar, Husneni (57169776800)","58650498600; 57220047425; 57169776800","Development Human Activity Recognition for the Elderly Using Inertial Sensor and Statistical Feature","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85158131780&doi=10.1007%2f978-981-99-0248-4_21&partnerID=40&md5=e86b603c78f14cf97db8997a02f660d6","The Elderly is a human being over 60 years old. Humans over the age of 60 years have the potential to fall due to balance and gait disturbances. The disturbance is caused by a decrease in the sensory system that focuses the view. This impact will result in the risk of developing fractures and even death if it cannot be treated quickly. Previous research has conducted tests on Human Activity Recognition. In this study, we will test the selection of feature extraction and machine learning methods regarding Human Activity Recognition. The extraction features tested in this study are the mean, median, maximum, minimum, skewness, kurtosis, and variance with Fast Fourier Transform from each value obtained by the IMU sensor. The machine learning methods studied were Stochastic Gradient Descent, Random Forest, K-Nearest Neighbor, Decision Tree, and Gaussian Naive Bayes. The test results demonstrate that Y-Axis Gyroscope means, X-Axis Acceleration skewness, X-Axis Gyroscope variance, and X-Axis Gyroscope max are the optimum extraction features for machine learning. The most accurate machine learning algorithm is Random Forest, which has a 99.59% accuracy rate. Therefore, the author made this Human Activity Recognition system to monitor the activities of the elderly. With this research, elderly monitors can keep track of the elderly’s activities and concentrate more attention on all of the elderly’s activities, especially fall activities. Thus, monitors can provide early assistance to the elderly. © 2023, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd."
"Natalia W.C.; Suratman F.Y.; Pramudita A.A.","Natalia, Wilma Christy (58238113100); Suratman, Fiky Yosef (36626494700); Pramudita, Aloysius Adya (24473405700)","58238113100; 36626494700; 24473405700","Small Displacement Detection System of Landslide Using FMCW Radar with Phase-Detection and Change Point Detection Method","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85158136671&doi=10.1007%2f978-981-99-0248-4_33&partnerID=40&md5=561910d8b322880fd7dc5a3174cca3c4","The threat of landslides often occurs during the rainy season in mountainous and hilly areas. Small displacement from the slope that occurs landslides will move slowly on a millimeter scale. To minimize the impact of material losses and fatalities, a landslide monitoring system was developed using uRAD based on FMCW (Frequency Modulated Continuous Wave) radar with landslide miniatures used in the simulation to prove the concept of the phase-detection method in small displacement detection and the self-designed CPD (Change Point Detection) method. The system designed is able to detect when the movement of the miniature landslide is detected by radar. The result shows that the phase-detection method used is suitable for detecting small displacement of the object and the self-designed CPD method can determine the change point of time is good and accurate, which is CPD time detected above the 3rd second this is in accordance with the experiments carried out at the time of data collection. Based on the results, the proposed system can help to detect landslides in simulations carried out with miniature landslides as an object. © 2023, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd."
"Kusuma P.D.; Dinimaharawati A.","Kusuma, Purba Daru (56206181600); Dinimaharawati, Ashri (57211502884)","56206181600; 57211502884","Extended Stochastic Coati Optimizer","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85158137241&doi=10.22266%2fijies2023.0630.38&partnerID=40&md5=c0f971231d1ff299039ea44bdba472c2","A new metaheuristic can be developed by constructing from scratch, modifying the existing metaheuristics, or hybridizing some metaheuristics. This work presents a new metaheuristic: extended stochastic coati optimizer (ESCO). ESCO is developed by expanding the shortcoming coati optimization algorithm (COA). ESCO expands the number of searches and references used in COA. ESCO also implements a stochastic process for each unit to choose the searches that will perform. It differs from COA, which splits the population into two fixed groups, each performing its strategy. ESCO implements three sequential phases in every iteration. Two options can be chosen in every phase. ESCO has three references in its guided search: the global best unit, a randomly selected unit, and a randomized unit within the search space. In this work, ESCO is challenged to solve 23 classic functions and benchmarked with five shortcoming metaheuristics: guided pelican algorithm (GPA), puzzle optimization algorithm (POA), average subtraction-based optimizer (ASBO), and coati optimization algorithm (COA). The result presents the superiority of ESCO among five shortcoming metaheuristics by outperforming the GPA, POA, GSO, ASBO, and COA in solving 13, 21, 23, 16, and 13 functions, respectively. Through investigation, the multiple search approach is more effective than the single search approach © 2023, International Journal of Intelligent Engineering and Systems.All Rights Reserved."
"Marcel; Ramadhan A.; Trisetyarso A.; Abdurachman E.; Zarlis M.","Marcel (57189262687); Ramadhan, Arief (53264599300); Trisetyarso, Agung (36337949500); Abdurachman, Edi (56820169100); Zarlis, Muhammad (46662076100)","57189262687; 53264599300; 36337949500; 56820169100; 46662076100","Digital Transformation Adoption: An Extended Step-by-Step Framework","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160036938&doi=10.33168%2fJSMS.2023.0204&partnerID=40&md5=ad44e80fda4cd14d75c0b8c487b3b8c9","Studies have shown that digital transformation has a positive impact on business performance, yet more than 80% of implementations fail due to organizations failing to understand its true nature as a business transformation. Existing references to digital transformation do not clearly differentiate it from digitalization or technology adoption, and existing models and frameworks are often abstract, making it difficult for organizations to find practical implementation guidelines. This paper utilizes a systematic literature review to identify the unique characteristics of successful digital transformation adoption and proposes an extended framework for its implementation. The result of the review leads to the conclusion that three key characteristics of successful digital transformation are business capabilities transformation, data management capabilities transformation, and IT roles transformation. Additionally, the paper provides a practical step-by-step framework and a summary of good practices related to the implementation of digital transformation. The contributions of this paper are that it explicitly defines the unique characteristics for successful digital transformation implementation and provides an extended step-by-step framework. Both practically and theoretically, this paper serves as a guide for organizations in implementing digital transformation. © 2023, Success Culture Press. All rights reserved."
"Suharman H.; Hapsari D.W.; Hidayah N.; Saraswati R.S.","Suharman, Harry (57198420177); Hapsari, Dini Wahjoe (57193349029); Hidayah, Nurul (57200222286); Saraswati, Rr. Sri (58192282900)","57198420177; 57193349029; 57200222286; 58192282900","Value chain in the relationship of intellectual capital and firm’s performance","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153255010&doi=10.1080%2f23311975.2023.2199482&partnerID=40&md5=e64bcda67177dd4ed980b2c96fd43b64","State-Owned Enterprises (SOEs) are companies whose majority shares are owned by the government. The prime focus of this paper, determine the impact of intellectual capital in State-Owned Enterprises (SOEs) on firm performance using the value chain as a mediating variable. This research methodology begins with selecting of respondents; respondents in this study were 207 general managers and directors from 69 Indonesian State-Owned Enterprises. The data used in this study’s analysis came from questionnaires filled out by respondents. Structural Equation Modelling is a tool for data analysis. The study’s key findings are statistical tests that show intellectual capital directly impact the value chain and firm performance. Research contribution to raise awareness of intellectual capital, relationships, and the value chain among stakeholders in state-owned enterprises. This finding indicates that SOEs have improved the value chain and firm performance through useful resource management. Furthermore, through mandatory company regulations, this study contributes formulating company policies, particularly internal performance regulations. © 2023 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group."
"Ramadhan M.T.I.; Afianti F.; Wahyudi B.A.; Yunanto P.E.; Wijaya D.R.","Ramadhan, Muhammad Taqqyyudin Ilham (58193581400); Afianti, Farah (56803937400); Wahyudi, Bambang Ari (55793360800); Yunanto, Prasti Eko (57193832286); Wijaya, Dedy Rahman (56094759900)","58193581400; 56803937400; 55793360800; 57193832286; 56094759900","Strengthening the Integrity of Forwarding First Communication Using Forward Key Chain and Bloom Filter in the Wireless Sensor Networks","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153370007&doi=10.3844%2fJCSSP.2023.305.314&partnerID=40&md5=4d326ee35ed8eb4eac33456ef925b958","Wireless Sensor Networks (WSNs) are collections of sensor nodes that can help people monitor things wirelessly, replacing the need for human presence in hard-to-reach areas. While forwarding first communication reduces communication delays among the sensor nodes, it lacks a security mechanism. Since sensor nodes have limited resources, using complex security measures can shorten their lifetime. This study proposes a protocol modification for forwarding first communication using a forward keychain and Bloom Filter Vector (BFV). The sender is required to send a BFV in every message exchange. The process of sending the BFV is separated to increase the size of the message payload in each communication. The results show that while the communication overhead and verification time increase to an acceptable level, the message payload is larger and message integrity is guaranteed. © 2023 Muhammad Taqqyyudin Ilham Ramadhan, Farah Afianti, Bambang Ari Wahyudi, Prasti Eko Yunanto and Dedy Rahman Wijaya. This open-access article is distributed under a Creative Commons Attribution (CC-BY) 4.0 license"
